params,mean_test_score,std_test_score,rank_test_score
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8916221033868093,0.010171367285338385,226
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8916221033868093,0.012005317818526028,226
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8916221033868093,0.012005317818526028,226
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8916221033868093,0.012005317818526028,226
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8916221033868093,0.010171367285338385,226
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8916221033868093,0.010171367285338385,226
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8912655971479501,0.015416576335429337,232
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8912655971479501,0.015416576335429337,232
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8912655971479501,0.015416576335429337,232
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8905525846702318,0.013320172329603872,235
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8905525846702318,0.013320172329603872,235
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8905525846702318,0.010246066212620265,235
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8905525846702318,0.013320172329603872,235
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8869875222816399,0.011419335028910495,247
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8859180035650625,0.016835249844017942,262
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.884848484848485,0.0173410146267598,283
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.884848484848485,0.0173410146267598,283
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.884848484848485,0.0173410146267598,283
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8841354723707665,0.011103323709374273,286
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8834224598930481,0.01636049041794476,287
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 8}",0.8827094474153299,0.013594064859135533,314
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.8827094474153299,0.013118267018163366,314
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8823529411764705,0.019913354786123244,316
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8823529411764705,0.019913354786123244,316
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8823529411764705,0.019913354786123244,316
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.8819964349376115,0.011628881590231772,319
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8816399286987522,0.011251147121611044,320
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.881283422459893,0.012015899854796952,321
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 6}",0.881283422459893,0.013742841545380653,321
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.8809269162210338,0.012624549882086123,323
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.8805704099821747,0.009632268154086498,324
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8802139037433154,0.010778050950325116,325
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.879144385026738,0.012724825880623715,326
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8787878787878787,0.01075444073368867,327
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8787878787878787,0.010020298982214028,327
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8787878787878787,0.007646206983788662,327
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8784313725490197,0.011628881590231807,330
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8784313725490197,0.011463768406997152,330
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8784313725490197,0.008688811127952905,330
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8784313725490197,0.011463768406997152,330
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8784313725490197,0.011463768406997152,330
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8780748663101605,0.009994898943940234,335
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8777183600713012,0.0076959119946249325,336
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8770053475935828,0.009364652788993719,337
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.8745098039215685,0.008630102272306758,338
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8741532976827096,0.009605842128561448,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8741532976827096,0.009605842128561448,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8741532976827096,0.009605842128561448,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8741532976827096,0.009605842128561448,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8741532976827096,0.009605842128561448,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8741532976827096,0.00913101495534095,339
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 18}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8737967914438503,0.008615362548017513,351
"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8734402852049911,0.010020298982214041,360
